hyp	tgt
Ich fühlte mich, als ob ich unter Wasser gehalten worden wäre und jemand endlich nach unten gekommen wäre und meinen Kopf hochgezogen hätte, damit ich atmen konnte. Das ist großartig.	"Ich habe das Gefühl, ich wurde unter Wasser gedrückt und endlich hat jemand nach unten gegriffen und meinen Kopf hochgezogen, damit ich atmen kann. ""Ist das nicht überwältigend?"
Temp ist nun vollständig gelähmt.	TEMPT ist heute vollständig gelähmt.
Das ist also unser Schlachtruf.	Das ist so etwas wie unser Kampfschrei.
Das ist es, was uns antreibt und uns weiterentwickelt.	Das hält uns bei der Stange und lässt uns immer weiter entwickeln.
Und wir haben noch so viel zu tun.	Und wir müssen noch viel an diesem Gerät verbessern.
Das ist ein erstaunliches Gerät, aber es ist das Äquivalent zu einer Bleistiftskizze.	"Es ist ein erstaunliches Gerät, aber es kommt einer Zaubertafel gleich."
Jemand, der diese Art von künstlerischem Potential hat, verdient so viel mehr.	"Und jemand, der ein solches künstlerisches Potential hat, verdient so viel mehr."
Wir versuchen gerade herauszufinden, wie wir es besser, schneller und stärker machen können.	"Wir sind also dabei, herauszufinden, wie man es besser, schneller und stärker macht."
Seitdem haben wir alle möglichen Anerkennungen.	Seit dieser Zeit haben wir alle Arten von Anerkennung erhalten.
Wir haben eine Menge Preise gewonnen.	Wir haben ein paar Preise gewonnen.
Er hat nur den Gebrauch seiner Augen.	Er kann nur noch seine Augen verwenden.
Erinnern Sie sich, es ist kostenlos. Keiner von uns verdient Geld mit diesem Ding.	"Bedenken Sie, es ist kostenlos, niemand von uns verdient daran."
Alles kommt aus unseren eigenen Taschen.	Es kommt alles aus unseren eigenen Taschen.
"Die Leute sagten: ""Oh, das ist fantastisch, Armstrong twitterte über uns."" Und im Dezember zeigte das Time Magazine uns als eine der Top 50 Erfindungen von 2010 an. (Lachen) Das war wirklich cool."	"Die Auszeichnungen waren also, ""Oh, das ist fantastisch."" Armstrong twitterte über uns und dann, im Dezember, hat uns das Time-Magazine geehrt, als eine der 50 besten Erfindungen 2010, was wirklich klasse war."
(Applaus)	(Beifall)
Das Tolle daran ist – und das schließt den ganzen Kreis – dass es im April dieses Jahres im Guggenheim Museum in Downtown Los Angeles eine Ausstellung namens „Arts of the Streets“ geben wird. Und „Arts of the Streets“ wird ziemlich genau die Schurken der Straßenkunstszene zeigen: Banksy, Shepard Fairey, Caus, all diese Typen werden dort sein.	"Das Coolste daran ist – und das schließt den ganzen Kreis – dass es diesen April, beim Geffen MOCA in der Innenstadt von Los Angeles eine Ausstellung geben wird namens ""Art of the Streets"" und dort werden wohl so ziemlich die härtesten Vertreter der Straßenkunstszene anwesend sein – Banksy, Shepard Fairey, CAWs – all diese Jungs werden dort sein."
Ich war ihm ausgesetzt und mein Unternehmen – ich habe ein Unternehmen, das Design und Animation macht, also ist Graffiti natürlich ein wichtiger Teil dessen, was wir in der Kunstwelt bewundern und respektieren.	"Ich stand ihm gegenüber. Ich habe eine Firma, die Design und Animationen macht, Graffiti ist also zwangsläufig ein komplexer Teil dessen, was wir in der Kunstwelt bewundern und achten."
Es ist ziemlich schrecklich.	"TEMPT wird Teil der Show sein, was ziemlich abgefahren ist."
Im Grunde genommen ist das mein Punkt: Wenn Sie etwas sehen, das nicht möglich ist, machen Sie es möglich.	"Im Grunde geht mir also darum: Wenn du etwas siehst, das unmöglich ist, dann mach es möglich."
Alles in diesem Raum war unmöglich, diese Bühne, dieser Computer, dieser Mikro, der Augen-Schreiber, es war unmöglich an einem Punkt.	"Alles in diesem Raum war unmöglich – diese Bühne, dieser Computer, dieses Mikrofon, der EyeWriter – alles war irgendwann unmöglich."
Machen Sie es möglich, jeder in diesem Raum.	Machen Sie es möglich – Sie alle hier.
Ich bin kein Programmierer, habe nie etwas mit OCR-Technologie gemacht, aber ich erkenne einfach etwas und assoziiere mich mit großartigen Menschen, damit wir etwas bewirken können.	"Ich bin kein Programmierer und hatte noch nie etwas mit Augenerfassungstechnologie zu tun, aber ich habe einfach etwas erfasst und mich mit erstaunlichen Leuten umgeben, damit wir gemeinsam etwas auf die Beine stellen konnten."
Und das ist die Frage, die ich jeden von Ihnen stellen möchte, jeden einzelnen Tag, wenn Sie sich etwas einfallen lassen, von dem Sie denken, dass es getan werden muss. Wenn nicht jetzt, dann wann?	"Und diese Frage sollte sich jeder von Ihnen stellen und zwar an jedem einzelnen Tag, an dem Ihnen etwas auffällt, das erledigt werden muss. Wenn nicht jetzt, wann dann?"
Wenn nicht ich, wer dann?	"Und wenn nicht ich, wer dann?"
(Applaus)	Ich danke euch.
Also beschlossen wir, Tony zu unterstützen und seine Sache zu unterstützen.	"Wir haben daher beschlossen, Tony – TEMPT – und seine Sache zu unterstützen."
Also traf ich mich mit seinem Bruder und Vater und sagte: „Wir geben Ihnen das Geld, was werden Sie damit machen?“ Und sein Bruder sagte: „Ich möchte einfach wieder mit Tony sprechen können.	"Ich traf mich mit seinem Vater und seinen Bruder und sagte: ""Wir werden euch dieses Geld geben, was werdet ihr damit tun?"" Und sein Bruder sagte: ""Ich will nur wieder mit Tony reden können."
Ich wollte nur mit ihm kommunizieren können und er mit mir. “Und ich sagte:„ Warten Sie, ist das nicht – ich habe Stephen Hawking gesehen, haben nicht alle gelähmten Menschen diese Fähigkeit, über diese Geräte zu kommunizieren? “Und er sagte:„ Nein, außer Sie sind in der oberen Sphäre und haben wirklich großartige Versicherung, können Sie das nicht machen.	"Ich will mich nur wieder mit ihm austauschen können. ""Und ich fragte:"" Moment mal, ist das nicht – ich hab Stephen Hawking gesehen – können nicht alle gelähmten Menschen mittels dieser Geräte kommunizieren? ""Und er antwortete:"" Nein, nur wenn man zur höheren Gesellschaftsschicht gehört und eine bemerkenswerte Versicherung hat, kann man das wirklich tun."
"Ich sagte: ""Wie kommunizieren Sie eigentlich?"" Er sagte: ""Jeder kennt den Film 'Der weiße Hai und der Schmetterling'. So kommunizieren sie."	"Normalen Menschen sind diese Geräte nicht zugänglich. ""Und ich erwiderte:"" Wie kommuniziert ihr denn nun? ""Hat jemand den Film 'Schmetterling und Taucherglocke"" gesehen?"
Und das ist altmodisch.	So kommunizieren sie – so laufen ihre Finger entlang.
Wie kann das sein?	"Ich staunte: ""Sehr archaisch, wie kann das sein?"""
Also kam ich mit dem Wunsch, einfach einen Scheck zu schreiben, und stattdessen schrieb ich einen Scheck, von dem ich keine Ahnung hatte, wie ich ihn bezahlen würde.	"Ich kam also mit dem Bedürfnis, einfach nur einen Scheck auszustellen und stattdessen stellte ich einen Scheck aus, von dem ich nicht die leiseste Ahnung hatte, wie ich ihn einlösen sollte."
Das sind die Fragen, denen wir uns stellen müssen.	Dies sind die Arten von Fragen denen wir begegnen werden müssen.
Und am wichtigsten von allem: Werden wir jemals die Weisheit entwickeln und die Weisheit erben können, die wir brauchen, um diese Entscheidungen klug zu treffen?	"Und am tiefsten von allen, werden wir jemals in der Lage sein, die Weisheit zu entwickeln, und die Weisheit meistern, die wir benötigen werden, um diese Entscheidungen weise zu treffen?"
Besser oder schlechter, und eher als Sie denken, werden diese Entscheidungen an uns liegen.	"Im Guten wie im Bösen, und früher als Sie vielleicht denken, werden diese Entscheidungen an uns liegen."
Der große Genetiker des 20. Jahrhunderts, T.J. Dobzhansky, der auch ein Kommunikant in der russisch-orthodoxen Kirche war, schrieb einmal einen Aufsatz mit dem Titel: „Nichts in der Biologie ergibt Sinn, außer im Licht der Evolution.“ Wenn Sie einer von denen sind, die die Beweise für die biologische Evolution nicht akzeptieren, dann wäre dies eine sehr gute Zeit, Ihre Hörgeräte auszuschalten, Ihr persönliches Kommunikationsgerät zu nehmen – ich gebe Ihnen die Erlaubnis – und vielleicht einen anderen Blick auf Catharine Scholts Buch „Being Wrong“ zu werfen, denn nichts im Rest dieses Vortrags wird für Sie überhaupt einen Sinn ergeben. (Gelächter) Aber wenn Sie die biologische Evolution akzeptieren, dann überlegen Sie Folgendes: Geht es nur um die Vergangenheit oder um die Zukunft?	"Das große Genetiker im 20. Jahrhundert, T.G. Dobzhansky, der auch ein Kommunikant in der Russischen Orthodoxen Kirche war, schrieb einmal einen Aufsatz, mit dem Titel ""Nichts in der Biologie macht keine Sinn Außer im Lichte der Evolution."" Nun, wenn Sie einer von denen sind, die nicht den Beweis für die biologische Evolution akzeptieren, dies wäre ein sehr guter Zeitpunkt, Ihr Hörgerät auszuschalten, nehmen Sie Ihre persönlichen Kommunikationsgerät - Ich gebe Ihnen die Erlaubnis - und vielleicht können Sie noch einen Blick auf Kathryn Schultz 'Buch werfen, das darum handelt sich zu irren, denn nichts im weiteren Verlauf dieser Rede wird irgendeinen Sinn für Sie machen. (Gelächter) Aber wenn Sie biologischen Evolution akzeptieren, bedenken Sie folgendes: ist es nur über die Vergangenheit, oder geht es auch um die Zukunft?"
Danke.	Danke.
Wird es auf andere angewandt oder auf uns?	Ist es für andere geltend oder betrifft es auch uns?
Das ist ein anderer Blick auf den Stammbaum des Lebens.	Dies ist ein weiterer Blick auf den Baum des Lebens.
In diesem Bild habe ich einen Busch mit einer Mitte, die sich in alle Richtungen verzweigt, denn wenn man sich die Ränder des Lebensbaums ansieht, jede existierende Spezies an den Enden dieser Äste hat evolutionär erfolgreich überlebt. Sie hat überlebt. Sie hat eine Anpassung an ihre Umwelt gezeigt.	"In diesem Bild, Ich habe einen Busch als ein Zentrum der Verzweigungen in alle Richtungen gelegt, denn wenn man sich die Rändern des Baum des Lebens anschaut, alle existierenden Spezien an den Spitzen dieser Zweige haben in evolutionären Begriffen Erfolg gehabt: sie haben überlebt; es hat seiner Umgebung Fitness und Stärke demonstriert."
Würden Sie gerne besser sein, als Sie es sind?	"Wie würden Sie besser sein wollen, als Sie momentan sind?"
Der menschliche Teil dieser Verzweigung, ganz am anderen Ende, ist natürlich der, der uns am meisten interessiert.	"Der menschliche Teil dieses Busches, weit am Ende, ist natürlich das, woran wir am meisten interessiert sind."
Wir haben von einem gemeinsamen Vorfahren mit modernen Schimpansen abgezweigt, vor etwa sechs oder acht Millionen Jahren.	Wir zweigen von einem gemeinsamen Vorfahren zu modernen Schimpansen vor ungefähr sechs oder acht Millionen Jahren.
In diesem Zeitraum gab es vielleicht 20 oder 25 verschiedene Arten von Hominiden.	"In diesem Zeitraum, gab es vielleicht 20 oder 25 verschiedene Spezien von Hominiden."
Nehmen wir an, ich würde sagen, dass mit nur ein paar Änderungen in Ihren Genen Sie eine bessere Erinnerung haben könnten, präziser, genauer und schneller.	"Angenommen, ich sagte dass, durch wenige Veränderungen Ihrer Gene, ein besseres Gedächtnis haben könnten -- präziser, genauer und schneller."
Manche sind gekommen und sind wieder gegangen.	Einige sind gekommen und gegangen.
Wir sind seit etwa 130.000 Jahren hier.	Wir sind für rund 130.000 Jahren hier gewesen.
Vielleicht scheint es, als wären wir ziemlich entfernt von anderen Teilen dieses Lebensbaums, aber eigentlich, zum größten Teil, die grundlegende Maschinerie unseres Selbst ist ziemlich gleich.	"Es scheint, als wären wir recht abgelegen von den anderen Teilen des Baumes des Lebens, aber eigentlich zum größten Teil, sind die grundlegenden Mechanismen unsere Zellen ziemlich gleich."
Sie erkennen, dass wir Vorteile ziehen können, wenn wir die Maschinerie eines gewöhnlichen Bakteriums nutzen, um das Protein von menschlichem Insulin herzustellen, das zur Behandlung von Diabetikern verwendet wird.	"Ist Ihnen klar, dass wir daraus Nutzen ziehen können und die Mechanismen eines gemeinsamen Bakterium requirieren können um das Protein des menschlichen Insulins zu produzieren, welches verwendet wird um Diabetiker zu behandeln?"
Das ist nicht wie menschliches Insulin.	"Dies ist nicht wie Humaninsulin; dies ist das gleiche Protein das ist chemisch ununterscheidbar von dem, was aus der Bauchspeicheldrüse kommt."
Und wenn wir von Bakterien sprechen, erkennen Sie, dass jeder von uns in seinem Darm mehr Bakterien trägt, als es Zellen im restlichen Körper gibt?	"Und wobei wir schon über Bakterien sprechen, ist Ihnen bewusst, dass jeder von uns in unserem Darm mehr Bakterien als es Zellen im Rest unseres Körpers führt?"
Vielleicht zehnmal mehr.	Vielleicht 10 mal soviele.
"Ich meine, denken Sie daran, wenn Anthony Domasio Sie nach Ihrem Selbstbild fragt, denken Sie an die Bakterien? """	"Ich meine, denken sie mal, wenn Antonio Damasio nach Ihrem Selbstbild fragt, denken Sie über die Bakterien?"
Unser Darm ist eine wunderbar gastliche Umgebung für diese Bakterien.	Unser Darm ist eine wunderbar gastfreundlichen Umgebung für diese Bakterien.
Es ist warm, es ist dunkel, es ist feucht, es ist sehr gemütlich.	"Es ist warm, es dunkel ist, ist es feucht, es ist sehr gemütlich."
Und Sie werden die ganze Nahrung zur Verfügung stellen, die sie möglicherweise wollen, ohne Mühe auf ihrer Seite.	"Und du wirst Ihnen alle Nährstoffe, die sie sich nur wünschen könnten ohne Anstrengung ihrerseits anbieten."
Es ist wirklich eine einfache Straße für Bakterien, mit der gelegentlichen Unterbrechung durch den unbeabsichtigten, erzwungenen Flucht zum Ausgang.	"Es ist wirklich ein leichter weg für Bakterien, mit gelegentlichen Unterbrechungen der unbeabsichtigten, jeodch gezwungen Stoß zum Ausgang."
Aber ansonsten bist du eine wunderbare Umgebung für diese Bakterien, genauso wie sie wesentlich für dein Leben sind.	"Aber sonst, sind Sie eine wunderbare Umgebung für diese Bakterien, genauso wie sie für Ihr Leben wichtig sind."
Sie helfen bei der Verdauung der essentiellen Nährstoffe und sie schützen uns vor bestimmten Krankheiten.	Sie helfen bei der Verdauung von essentiellen Nährstoffen. Und sie schützen Sie gegen bestimmte Krankheiten.
Oder vielleicht möchten Sie fitter sein, stärker, mit mehr Ausdauer.	"Oder möchten Sie fitter, stärker sein, mehr Kraft haben."
Was wird in der Zukunft kommen?	Aber was wird in der Zukunft kommen?
Sind wir in einer Art evolutionärem Gleichgewicht als Spezies?	Sind wir in einer Art evolutionäres Gleichgewicht in Form einer Spezie?
Oder sind wir dazu bestimmt, etwas anderes zu werden, etwas, vielleicht sogar besser angepasst an die Umwelt?	"Oder sind wir bestimmt etwas anderes zu werden - etwas, das vielleicht sogar besser an die Umwelt angepasst ist?"
Gehen wir zurück in der Zeit zum Urknall vor 14 Milliarden Jahren, die Erde, das Sonnensystem, etwa viereinhalb Milliarden Jahre, die ersten Anzeichen von Proto-Leben, vielleicht vor drei bis vier Milliarden Jahren auf der Erde, die ersten mehrzelligen Organismen, vielleicht vor 800 oder einer Milliarde Jahren, und dann die menschliche Spezies, vor den letzten 130.000 Jahren.	"Gehen wir nun einen Schritt zurück in die Zeit des Urknalls vor 14 Billion Jahren -- die Erde, das Sonnensystem, vor etwa viereinhalb Milliarden Jahren - die ersten Anzeichen von Lebewesen, vielleicht vor drei bis vier Millarden Jahren auf der Erde - die ersten mehr-zelligen Organismen, vielleicht so viel als 800 oder einer Milliarde Jahren - und dann die menschlichen Spezies, welche sich in den letzten 130.000 Jahre schließlich formt."
In dieser riesigen, unvollendeten Symphonie des Universums ist das Leben auf der Erde wie ein kurzer Akkord, das Reich der Tiere wie ein einzelner Akkord und menschliches Leben wie eine kleine Notenlinie. Das waren wir. Das ist auch der Unterhaltungsbereich dieses Vortrags, also hoffe ich, dass Sie es genießen.	"In dieser riesigen unvollendeten Symphonie des Universums, ist das Leben auf der Erde nur kurz bemessen; das Tierreich, wie ein einzelner Takt; und des menschlichen Lebens, eine kleine Notenverzierung. Das waren wir. Dies stellt auch den Unterhaltungswert dieser Rede dar, deshalb hoffe ich, d ass es Ihnen gefallen hat."
